hgnc	ens
C5AR2	ENSG00000134830
ATP5ME	ENSG00000169020
CCDC85C	ENSG00000205476
DHX34	ENSG00000134815
SKA2	ENSG00000182628
	ENSG00000279917
PITPNC1	ENSG00000154217
EMC3	ENSG00000125037
EPRS1	ENSG00000136628
LINC01320	ENSG00000228262
SLC49A3	ENSG00000169026
PPM1E	ENSG00000175175
SPEG	ENSG00000072195
SLC13A3	ENSG00000158296
C9orf40	ENSG00000135045
	ENSG00000254979
TRIM37	ENSG00000108395
	ENSG00000226994
FXYD7	ENSG00000221946
CARNMT1	ENSG00000156017
EMC3-AS1	ENSG00000180385
CCDC82	ENSG00000149231
RPGRIP1L	ENSG00000103494
MGAT1	ENSG00000131446
ZBTB20-AS4	ENSG00000242767
FNDC4	ENSG00000115226
	ENSG00000206567
LHFPL6	ENSG00000183722
ENY2	ENSG00000120533
MEIS3	ENSG00000105419
POLR3K	ENSG00000161980
SSH3	ENSG00000172830
	ENSG00000269982
FANCD2	ENSG00000144554
SAMD3	ENSG00000164483
ANKRD18B	ENSG00000230453
NDUFB2-AS1	ENSG00000240889
ADCK2	ENSG00000133597
VSIR	ENSG00000107738
SFXN2	ENSG00000156398
MYL5	ENSG00000215375
RMI2	ENSG00000175643
TIE1	ENSG00000066056
	ENSG00000286128
HEIH	ENSG00000278970
SOCS4	ENSG00000180008
LINC00847	ENSG00000245060
SNRNP25	ENSG00000161981
NCKAP1L	ENSG00000123338
	ENSG00000262999
	ENSG00000188897
SERPINB5	ENSG00000206075
FBXO3	ENSG00000110429
TMCO3	ENSG00000150403
ACAT2	ENSG00000120437
C3orf14	ENSG00000114405
PPP4R3A	ENSG00000100796
COPG1	ENSG00000181789
MAPK1IP1L	ENSG00000168175
SOCS1	ENSG00000185338
CACNA1H	ENSG00000196557
FUOM	ENSG00000148803
PTPRG-AS1	ENSG00000241472
CEP85	ENSG00000130695
SOD2	ENSG00000112096
ULBP3	ENSG00000131019
WWC1	ENSG00000113645
RRAGD	ENSG00000025039
ZBTB40	ENSG00000184677
ZFP62	ENSG00000196670
WDR31	ENSG00000148225
AMER2	ENSG00000165566
CCDC57	ENSG00000176155
RBIS	ENSG00000176731
XAB2	ENSG00000076924
PHF24	ENSG00000122733
PTX3	ENSG00000163661
TRMO	ENSG00000136932
PPP1R14C	ENSG00000198729
SLC19A3	ENSG00000135917
CTDP1	ENSG00000060069
VEPH1	ENSG00000197415
CIDECP1	ENSG00000186162
NAPRT	ENSG00000147813
PIM2	ENSG00000102096
DNAH1	ENSG00000114841
NAT9	ENSG00000109065
LINC02604	ENSG00000273142
TBC1D16	ENSG00000167291
PUF60	ENSG00000179950
NMUR1	ENSG00000171596
PTPRG	ENSG00000144724
EIF4H	ENSG00000106682
MKKS	ENSG00000125863
KPTN	ENSG00000118162
RNF121	ENSG00000137522
ECHDC2	ENSG00000121310
	ENSG00000267152
LINC00467	ENSG00000153363
L3MBTL3	ENSG00000198945
PTMA	ENSG00000187514
CISH	ENSG00000114737
GM2A	ENSG00000196743
EEF1A1P16	ENSG00000213235
ZNF573	ENSG00000189144
CCDC69	ENSG00000198624
MAPKAPK3	ENSG00000114738
SKAP1-AS1	ENSG00000263787
SKAP1	ENSG00000141293
E2F5	ENSG00000133740
NOL11	ENSG00000130935
RPAP3	ENSG00000005175
EPC2	ENSG00000135999
TMEM248	ENSG00000106609
	ENSG00000285723
	ENSG00000285508
PRCD	ENSG00000214140
DCAF11	ENSG00000100897
TP53RK	ENSG00000172315
TOMM34	ENSG00000025772
SEPTIN7P2	ENSG00000214765
TTC13	ENSG00000143643
SLX4IP	ENSG00000149346
	ENSG00000267640
NKAIN1	ENSG00000084628
CBWD3	ENSG00000196873
LGMN	ENSG00000100600
CYGB	ENSG00000161544
ADGRG6	ENSG00000112414
SNRNP40	ENSG00000060688
	ENSG00000279861
PYCR3	ENSG00000104524
PABPC1L	ENSG00000101104
NAPA	ENSG00000105402
	ENSG00000267543
LINC02267	ENSG00000248510
APOL3	ENSG00000128284
GNB5	ENSG00000069966
ECHS1	ENSG00000127884
ZNF100	ENSG00000197020
	ENSG00000229172
INSIG2	ENSG00000125629
CSNK1D	ENSG00000141551
	ENSG00000279605
TIGD5	ENSG00000179886
KLHDC2	ENSG00000165516
DDX60	ENSG00000137628
OSGIN2	ENSG00000164823
ZNF43	ENSG00000198521
HOXB2	ENSG00000173917
RASGEF1B	ENSG00000138670
EEF1D	ENSG00000104529
	ENSG00000268400
SLC2A10	ENSG00000197496
MRPS26	ENSG00000125901
UBR1	ENSG00000159459
STXBP2	ENSG00000076944
STAG3	ENSG00000066923
ROCK1	ENSG00000067900
TMEM42	ENSG00000169964
CCDC40	ENSG00000141519
KIF15	ENSG00000163808
GIGYF1	ENSG00000146830
SNHG16	ENSG00000163597
HPGD	ENSG00000164120
GASK1A	ENSG00000144649
	ENSG00000267458
HOXB3	ENSG00000120093
CALR	ENSG00000179218
NAPA-AS1	ENSG00000268061
COL24A1	ENSG00000171502
MYO5C	ENSG00000128833
LCLAT1	ENSG00000172954
	ENSG00000284526
ST6GALNAC2	ENSG00000070731
CFI	ENSG00000205403
WBP1L	ENSG00000166272
HOXB4	ENSG00000182742
RARS1	ENSG00000113643
HOXB6	ENSG00000108511
GTF2IP13	ENSG00000272556
MTCO1P40	ENSG00000262902
TTF1	ENSG00000125482
JAG1	ENSG00000101384
CENPC	ENSG00000145241
COPS7B	ENSG00000144524
HOXB-AS1	ENSG00000230148
ZNF208	ENSG00000160321
SLC35E3	ENSG00000175782
	ENSG00000285330
PLA2G12A	ENSG00000123739
HOXB5	ENSG00000120075
BNIP3P28	ENSG00000271095
RAD23A	ENSG00000179262
KLHL18	ENSG00000114648
JAK3	ENSG00000105639
CCL20	ENSG00000115009
BICRA	ENSG00000063169
ZNF257	ENSG00000197134
RAB11FIP3	ENSG00000090565
PUS7	ENSG00000091127
NEMF	ENSG00000165525
EHD2	ENSG00000024422
TFG	ENSG00000114354
GAA	ENSG00000171298
KIF9	ENSG00000088727
RFTN2	ENSG00000162944
M6PR	ENSG00000003056
MKRN3	ENSG00000179455
	ENSG00000236540
	ENSG00000259327
	ENSG00000254531
TANGO2	ENSG00000183597
GRIK2	ENSG00000164418
PPP3CA	ENSG00000138814
FMO4	ENSG00000076258
JRKL	ENSG00000183340
NOP53	ENSG00000105373
RP1	ENSG00000104237
GADD45GIP1	ENSG00000179271
RIMKLB	ENSG00000166532
BSPRY	ENSG00000119411
DNAJA3	ENSG00000103423
ZNF662	ENSG00000182983
ZCCHC17	ENSG00000121766
TBPL1	ENSG00000028839
NID1	ENSG00000116962
TMEM150A	ENSG00000168890
MIR210HG	ENSG00000247095
ACKR2	ENSG00000144648
SLC16A3	ENSG00000141526
TBC1D3I	ENSG00000274933
KIF5C	ENSG00000168280
KLHL30	ENSG00000168427
HDHD3	ENSG00000119431
A2ML1	ENSG00000166535
PRKAB1	ENSG00000111725
ESRRA	ENSG00000173153
CABIN1	ENSG00000099991
MOBP	ENSG00000168314
SLC36A2	ENSG00000186335
BCO2	ENSG00000197580
PDE1B	ENSG00000123360
PET100	ENSG00000229833
ATP9A	ENSG00000054793
KRBOX1	ENSG00000240747
SMARCC2	ENSG00000139613
PRKAG2	ENSG00000106617
PCK2	ENSG00000100889
ITGA9-AS1	ENSG00000235257
DAND5	ENSG00000179284
PRR14	ENSG00000156858
TRMT112	ENSG00000173113
EIF4A3	ENSG00000141543
USP39	ENSG00000168883
OTUD5	ENSG00000068308
SLC30A1	ENSG00000170385
SELENOW	ENSG00000178980
TFDP1	ENSG00000198176
N4BP3	ENSG00000145911
PVRIG	ENSG00000213413
ZNF492	ENSG00000229676
HIGD1A	ENSG00000181061
ANP32B	ENSG00000136938
NMRK1	ENSG00000106733
CASTOR3	ENSG00000239521
FBLL1	ENSG00000188573
PTENP1	ENSG00000237984
XKR4	ENSG00000206579
PANK3	ENSG00000120137
POP7	ENSG00000172336
THBS2	ENSG00000186340
PDE6D	ENSG00000156973
ITGA9	ENSG00000144668
NEK2	ENSG00000117650
RRP1	ENSG00000160214
RHBDF1	ENSG00000007384
MYO9B	ENSG00000099331
MXRA7	ENSG00000182534
SLC35G1	ENSG00000176273
NAP1L1	ENSG00000187109
PRKCSH	ENSG00000130175
CRX	ENSG00000105392
TAF12	ENSG00000120656
ASGR1	ENSG00000141505
GNPDA1	ENSG00000113552
THG1L	ENSG00000113272
PTGIS	ENSG00000124212
SPTB	ENSG00000070182
IAH1	ENSG00000134330
SIPA1L3	ENSG00000105738
	ENSG00000279259
SH3BGRL3	ENSG00000142669
SULT2A1	ENSG00000105398
FEZ2	ENSG00000171055
RAB42	ENSG00000188060
SDHD	ENSG00000204370
VWA2	ENSG00000165816
BPNT1	ENSG00000162813
CARD16	ENSG00000204397
JMJD6	ENSG00000070495
UBXN11	ENSG00000158062
FARP2	ENSG00000006607
ERO1B	ENSG00000086619
	ENSG00000232774
DAGLB	ENSG00000164535
LCORL	ENSG00000178177
WDR27	ENSG00000184465
TMEM30B	ENSG00000182107
TSFM	ENSG00000123297
PHC1	ENSG00000111752
MARS2	ENSG00000247626
DPF1	ENSG00000011332
PRKCH	ENSG00000027075
NCAPG	ENSG00000109805
DECR1	ENSG00000104325
ZNF99	ENSG00000213973
PLA2G4C	ENSG00000105499
LINC01873	ENSG00000232164
PLEKHG3	ENSG00000126822
LMBRD2	ENSG00000164187
GPR137B	ENSG00000077585
IL18	ENSG00000150782
MEIS1	ENSG00000143995
CRIM1	ENSG00000150938
WAPL	ENSG00000062650
METTL1	ENSG00000037897
LYRM2	ENSG00000083099
ARV1	ENSG00000173409
PPM1L	ENSG00000163590
ADAM17	ENSG00000151694
CCNDBP1	ENSG00000166946
KDELR2	ENSG00000136240
ACBD7	ENSG00000176244
TCTN2	ENSG00000168778
TMEM104	ENSG00000109066
	ENSG00000269480
KCNQ1OT1	ENSG00000269821
EEF1AKMT3	ENSG00000123427
KCNQ1	ENSG00000053918
CKMT1A	ENSG00000223572
MFSD11	ENSG00000092931
NFIX	ENSG00000008441
RPP38	ENSG00000152464
CYP27B1	ENSG00000111012
ANKRD6	ENSG00000135299
RMND5B	ENSG00000145916
STK25	ENSG00000115694
UBOX5	ENSG00000185019
PLXNB2	ENSG00000196576
ERFE	ENSG00000178752
NMT2	ENSG00000152465
NDFIP1	ENSG00000131507
SLC9B1	ENSG00000164037
SLC48A1	ENSG00000211584
COG6	ENSG00000133103
	ENSG00000249790
FASTKD5	ENSG00000215251
RPL18A	ENSG00000105640
FAM89A	ENSG00000182118
KEAP1	ENSG00000079999
AVIL	ENSG00000135407
	ENSG00000285887
C2orf68	ENSG00000168887
LGALS3	ENSG00000131981
	ENSG00000279179
TRIM62	ENSG00000116525
	ENSG00000258199
PPP4R1	ENSG00000154845
NBN	ENSG00000104320
FXYD5	ENSG00000089327
STPG2-AS1	ENSG00000251620
LIG1	ENSG00000105486
MYL6	ENSG00000092841
ZNF266	ENSG00000174652
RAPGEF3	ENSG00000079337
LINC01719	ENSG00000233396
TYW1	ENSG00000198874
AATBC	ENSG00000215458
ZNF598	ENSG00000167962
UCHL1	ENSG00000154277
CNIH4	ENSG00000143771
VDR	ENSG00000111424
ING4	ENSG00000111653
NHP2	ENSG00000145912
DNM1L	ENSG00000087470
LINC01970	ENSG00000265692
	ENSG00000260563
NDUFA5	ENSG00000128609
MON1B	ENSG00000103111
CD7	ENSG00000173762
FBRS	ENSG00000156860
BTNL9	ENSG00000165810
RNF217	ENSG00000146373
IRX3	ENSG00000177508
RAPGEF5	ENSG00000136237
TMPOP1	ENSG00000229068
C2orf16	ENSG00000221843
ANAPC2	ENSG00000176248
SBDS	ENSG00000126524
	ENSG00000280047
PLEKHG1	ENSG00000120278
PID1	ENSG00000153823
	ENSG00000260107
ENTHD1	ENSG00000176177
SECISBP2	ENSG00000187742
RCOR1	ENSG00000089902
UQCRFS1P1	ENSG00000226085
SRSF2	ENSG00000161547
SLC36A1	ENSG00000123643
ZNF560	ENSG00000198028
SSNA1	ENSG00000176101
SLC35C1	ENSG00000181830
RAP1GDS1	ENSG00000138698
FGF1	ENSG00000113578
CISD2	ENSG00000145354
SUCLA2P1	ENSG00000224936
KLF15	ENSG00000163884
HYPK	ENSG00000242028
GTF2E2	ENSG00000197265
KCND1	ENSG00000102057
SUSD2	ENSG00000099994
ZNF362	ENSG00000160094
CYB5R3	ENSG00000100243
	ENSG00000260112
RANP1	ENSG00000236603
SERF2	ENSG00000140264
ALAD	ENSG00000148218
PUM2	ENSG00000055917
DNAJB5	ENSG00000137094
FAF1	ENSG00000185104
DNER	ENSG00000187957
SALL4	ENSG00000101115
GRK4	ENSG00000125388
TC2N	ENSG00000165929
SARDH	ENSG00000123453
METTL23	ENSG00000181038
PPP1R14A	ENSG00000167641
NT5C2	ENSG00000076685
TMPRSS13	ENSG00000137747
GRAP2	ENSG00000100351
GNAI1	ENSG00000127955
HOXB7	ENSG00000260027
TSPAN3	ENSG00000140391
HOXB8	ENSG00000120068
MED6	ENSG00000133997
HOXB9	ENSG00000170689
KIN	ENSG00000151657
HIVEP2	ENSG00000010818
ZNF426	ENSG00000130818
LPGAT1	ENSG00000123684
SPRY4	ENSG00000187678
YIF1B	ENSG00000167645
	ENSG00000279489
LRGUK	ENSG00000155530
MTG1	ENSG00000148824
S1PR5	ENSG00000180739
MRPL18	ENSG00000112110
CAPN15	ENSG00000103326
IARS2	ENSG00000067704
EPHB2	ENSG00000133216
TMEM62	ENSG00000137842
USP1	ENSG00000162607
LZTS3	ENSG00000088899
KRI1	ENSG00000129347
ILKAP	ENSG00000132323
AS3MT	ENSG00000214435
BNIP3P37	ENSG00000270479
CARD8-AS1	ENSG00000268001
ZSWIM9	ENSG00000185453
PNLDC1	ENSG00000146453
GJA3	ENSG00000121743
	ENSG00000280353
PAOX	ENSG00000148832
MYL6B	ENSG00000196465
BAP1	ENSG00000163930
NSMCE4A	ENSG00000107672
CARD8	ENSG00000105483
BORCS7	ENSG00000166275
PAIP2	ENSG00000120727
DOCK3	ENSG00000088538
BPTF	ENSG00000171634
CNNM2	ENSG00000148842
ZNF121	ENSG00000197961
NECAP2	ENSG00000157191
IPO5P1	ENSG00000269837
	ENSG00000284428
NR2F1-AS1	ENSG00000237187
ZNF724	ENSG00000196081
MAS1	ENSG00000130368
ATP6V0A2	ENSG00000185344
AFAP1L2	ENSG00000169129
PDIA3	ENSG00000167004
BORCS7-ASMT	ENSG00000270316
HDAC7	ENSG00000061273
TGFA	ENSG00000163235
	ENSG00000225313
SLC5A5	ENSG00000105641
	ENSG00000282772
PHC2	ENSG00000134686
PRDX5	ENSG00000126432
TMEM67	ENSG00000164953
FABP3	ENSG00000121769
ZNF675	ENSG00000197372
GTF2H1	ENSG00000110768
UBE2R2	ENSG00000107341
C1orf131	ENSG00000143633
TRIM7	ENSG00000146054
CYB561A3	ENSG00000162144
ZNF91	ENSG00000167232
ATG4D	ENSG00000130734
CYB5R2	ENSG00000166394
GJB2	ENSG00000165474
NDN	ENSG00000182636
SLC26A11	ENSG00000181045
CSF3R	ENSG00000119535
MAP3K11	ENSG00000173327
CEP170	ENSG00000143702
ZNF681	ENSG00000196172
CATSPER2P1	ENSG00000205771
TPGS2	ENSG00000134779
KIT	ENSG00000157404
CTNNA2	ENSG00000066032
LSM11	ENSG00000155858
TRMT2A	ENSG00000099899
LCP1	ENSG00000136167
ZBTB42	ENSG00000179627
ZFC3H1	ENSG00000133858
GNPAT	ENSG00000116906
LYL1	ENSG00000104903
LPCAT1	ENSG00000153395
LINC00638	ENSG00000258701
	ENSG00000250900
CDA	ENSG00000158825
TGS1	ENSG00000137574
SKP2	ENSG00000145604
CLINT1	ENSG00000113282
OSTF1	ENSG00000134996
RPSAP58	ENSG00000225178
CCDC124	ENSG00000007080
LINC02080	ENSG00000267065
PPHLN1	ENSG00000134283
TMEM68	ENSG00000167904
SUPT7L	ENSG00000119760
PINK1	ENSG00000158828
ZNF726	ENSG00000213967
CD164	ENSG00000135535
PINK1-AS	ENSG00000117242
DDOST	ENSG00000244038
KCNN1	ENSG00000105642
IFIT3	ENSG00000119917
SPINT2	ENSG00000167642
TMEM19	ENSG00000139291
LIPA	ENSG00000107798
CPB2-AS1	ENSG00000235903
SLC4A1AP	ENSG00000163798
SLC35B4	ENSG00000205060
IGF2R	ENSG00000197081
	ENSG00000279573
C17orf58	ENSG00000186665
RANBP1	ENSG00000099901
DLGAP5	ENSG00000126787
USE1	ENSG00000053501
THAP2	ENSG00000173451
TKFC	ENSG00000149476
TGFBR2	ENSG00000163513
	ENSG00000262879
MYL9	ENSG00000101335
FAM83F	ENSG00000133477
TMEM200A	ENSG00000164484
PCNX3	ENSG00000197136
RNF40	ENSG00000103549
CCDC88B	ENSG00000168071
TTC9	ENSG00000133985
ZC3H13	ENSG00000123200
DLGAP4	ENSG00000080845
RHOB	ENSG00000143878
TMEM203	ENSG00000187713
GJB6	ENSG00000121742
TPRN	ENSG00000176058
FAT2	ENSG00000086570
MAP4	ENSG00000047849
LINC01772	ENSG00000226029
GSR	ENSG00000104687
CROCCP3	ENSG00000080947
CRY2	ENSG00000121671
SECTM1	ENSG00000141574
ZNF512	ENSG00000243943
LINC02569	ENSG00000235781
SEC62	ENSG00000008952
CRNDE	ENSG00000245694
TOM1L1	ENSG00000141198
	ENSG00000262633
DGCR8	ENSG00000128191
PTPRN2	ENSG00000155093
IFIT1	ENSG00000185745
ZFAT	ENSG00000066827
GOSR2	ENSG00000108433
PHYKPL	ENSG00000175309
IFIT2	ENSG00000119922
PPRC1	ENSG00000148840
CARD14	ENSG00000141527
LINC02610	ENSG00000186235
LITAF	ENSG00000189067
	ENSG00000213073
TMEM138	ENSG00000149483
	ENSG00000283635
HES6	ENSG00000144485
FHOD3	ENSG00000134775
LYPD6	ENSG00000187123
DDRGK1	ENSG00000198171
MGAT5B	ENSG00000167889
PLCE1	ENSG00000138193
PHRF1	ENSG00000070047
WDR78	ENSG00000152763
CEP170B	ENSG00000099814
	ENSG00000285821
ZNF114	ENSG00000178150
CCDC121	ENSG00000176714
PSPH	ENSG00000146733
PER2	ENSG00000132326
	ENSG00000228897
	ENSG00000227080
FAR2P2	ENSG00000178162
GPN1	ENSG00000198522
A4GALT	ENSG00000128274
SNRPF	ENSG00000139343
DDB1	ENSG00000167986
RAB31	ENSG00000168461
YARS2	ENSG00000139131
HS3ST3A1	ENSG00000153976
HS1BP3	ENSG00000118960
TRIM35	ENSG00000104228
NR2F1	ENSG00000175745
MPG	ENSG00000103152
CCDC38	ENSG00000165972
EMP3	ENSG00000142227
	ENSG00000284976
NDOR1	ENSG00000188566
UBA6	ENSG00000033178
SLX4	ENSG00000188827
	ENSG00000280122
TRIM38	ENSG00000112343
UBA3	ENSG00000144744
	ENSG00000285653
	ENSG00000272462
MICALL1	ENSG00000100139
	ENSG00000272686
WASL	ENSG00000106299
CBR4	ENSG00000145439
HNRNPAB	ENSG00000197451
DIPK2B	ENSG00000147113
NPRL3	ENSG00000103148
	ENSG00000268362
PHKG2	ENSG00000156873
GDF7	ENSG00000143869
PEAK1	ENSG00000173517
	ENSG00000278950
FGL2	ENSG00000127951
	ENSG00000279795
PALLD	ENSG00000129116
MLANA	ENSG00000120215
TMEM106C	ENSG00000134291
ZCRB1	ENSG00000139168
CCDC146	ENSG00000135205
SCP2	ENSG00000116171
CRYL1	ENSG00000165475
LINC01446	ENSG00000205628
HEXD	ENSG00000169660
CNIH3-AS2	ENSG00000233384
ZNF254	ENSG00000213096
WDR26	ENSG00000162923
LINC01204	ENSG00000229563
PSAP	ENSG00000197746
GOLGA5	ENSG00000066455
ZNF653	ENSG00000161914
PRICKLE1	ENSG00000139174
SGSH	ENSG00000181523
TMEM143	ENSG00000161558
MIR222HG	ENSG00000270069
ERVK-28	ENSG00000267696
	ENSG00000279882
KIAA2026	ENSG00000183354
GGA1	ENSG00000100083
ID2	ENSG00000115738
PSMB7	ENSG00000136930
PIGW	ENSG00000277161
KPNA2	ENSG00000182481
SPDYE18	ENSG00000205482
MTHFD1L	ENSG00000120254
DTX2P1-UPK3BP1-PMS2P11	ENSG00000265479
MTMR6	ENSG00000139505
ZNHIT3	ENSG00000273611
ECSIT	ENSG00000130159
CLU	ENSG00000120885
MANF	ENSG00000145050
GRIK3	ENSG00000163873
ABHD10	ENSG00000144827
RPL10P9	ENSG00000233913
CCDC189	ENSG00000196118
TMF1	ENSG00000144747
KIAA1328	ENSG00000150477
TRAF3	ENSG00000131323
NANS	ENSG00000095380
DTX2P1	ENSG00000186704
CNIH3	ENSG00000143786
KDELR1	ENSG00000105438
GSAP	ENSG00000186088
COX10-AS1	ENSG00000236088
	ENSG00000262580
B4GALT5	ENSG00000158470
DCAF1	ENSG00000145041
RAB21	ENSG00000080371
TRIM14	ENSG00000106785
LINC00674	ENSG00000237854
SNHG20	ENSG00000234912
	ENSG00000265494
GRIN2D	ENSG00000105464
	ENSG00000277476
LRRC37A16P	ENSG00000267023
COX10	ENSG00000006695
MAPK8IP1	ENSG00000121653
NSMCE3	ENSG00000185115
	ENSG00000278730
SEMA3B	ENSG00000012171
PHF10	ENSG00000130024
MAP3K9	ENSG00000006432
CNIH3-AS1	ENSG00000229400
SEMA6D	ENSG00000137872
TP53TG1	ENSG00000182165
CHGA	ENSG00000100604
TMEM265	ENSG00000281991
MYO19	ENSG00000278259
	ENSG00000282034
	ENSG00000274712
OGFOD3	ENSG00000181396
STEAP1B	ENSG00000105889
RBM15B	ENSG00000259956
LMO2	ENSG00000135363
SRCAP	ENSG00000080603
CYTH2	ENSG00000105443
	ENSG00000265100
UBE4B	ENSG00000130939
AMZ2	ENSG00000196704
DDX60L	ENSG00000181381
EEF1A1P6	ENSG00000233476
CEMIP2	ENSG00000135048
	ENSG00000255498
TEX264	ENSG00000164081
RPIA	ENSG00000153574
IL6	ENSG00000136244
RB1CC1	ENSG00000023287
KDR	ENSG00000128052
LINC01137	ENSG00000233621
SEC14L1	ENSG00000129657
C6orf120	ENSG00000185127
TBC1D10C	ENSG00000175463
COX11	ENSG00000166260
RFX5	ENSG00000143390
LDAH	ENSG00000118961
PTCH1	ENSG00000185920
LSR	ENSG00000105699
SPARC	ENSG00000113140
PHF7	ENSG00000010318
LYN	ENSG00000254087
	ENSG00000279059
GRWD1	ENSG00000105447
RAD54L2	ENSG00000164080
DDX31	ENSG00000125485
OXER1	ENSG00000162881
NACC1	ENSG00000160877
POLD4	ENSG00000175482
SLIT3	ENSG00000184347
STX5	ENSG00000162236
PMS2P4	ENSG00000067601
	ENSG00000267512
HAAO	ENSG00000162882
STAG3L4	ENSG00000106610
TRMT1	ENSG00000104907
KCNJ14	ENSG00000182324
HEXD-IT1	ENSG00000279066
	ENSG00000273448
BDNF-AS	ENSG00000245573
INTS13	ENSG00000064102
CYBC1	ENSG00000178927
LMTK3	ENSG00000142235
ESCO1	ENSG00000141446
PPP1CA	ENSG00000172531
CAPRIN1	ENSG00000135387
RUFY2	ENSG00000204130
TRIM41	ENSG00000146063
EXOC8	ENSG00000116903
SPRTN	ENSG00000010072
CPTP	ENSG00000224051
	ENSG00000272604
GGT5	ENSG00000099998
SULT2B1	ENSG00000088002
	ENSG00000267281
ZC3H12A	ENSG00000163874
CXCL10	ENSG00000169245
SEMA3G	ENSG00000010319
ZFP64	ENSG00000020256
ATF7	ENSG00000170653
OCEL1	ENSG00000099330
DVL1	ENSG00000107404
CXCL11	ENSG00000169248
EXT1	ENSG00000182197
RINT1	ENSG00000135249
GTF3C4	ENSG00000125484
LINC00598	ENSG00000215483
CDKN1C	ENSG00000129757
ANKRD36BP2	ENSG00000230006
LAT2	ENSG00000086730
RANBP6	ENSG00000137040
VCP	ENSG00000165280
ARRDC2	ENSG00000105643
HNRNPH3	ENSG00000096746
FOXO1	ENSG00000150907
ART3	ENSG00000156219
CDC20	ENSG00000117399
PEX16	ENSG00000121680
MANSC1	ENSG00000111261
CAPN7	ENSG00000131375
LOH12CR2	ENSG00000205791
	ENSG00000268093
CDKN2C	ENSG00000123080
DBP	ENSG00000105516
GAR1	ENSG00000109534
G3BP1	ENSG00000145907
NBPF10	ENSG00000271425
ADGRD2	ENSG00000180264
SPHK2	ENSG00000063176
PBLD	ENSG00000108187
PGM5	ENSG00000154330
ARPP21	ENSG00000172995
	ENSG00000256514
HTT	ENSG00000197386
POLE3	ENSG00000148229
CLCF1	ENSG00000175505
ENO1P1	ENSG00000244457
HHIPL1	ENSG00000182218
EDARADD	ENSG00000186197
FDXR	ENSG00000161513
AIG1	ENSG00000146416
RAD9A	ENSG00000172613
LRRC37A17P	ENSG00000263142
GAS2L3	ENSG00000139354
IFIT5	ENSG00000152778
MZB1	ENSG00000170476
PLD4	ENSG00000166428
SNN	ENSG00000184602
	ENSG00000233178
MEAF6	ENSG00000163875
THNSL1	ENSG00000185875
VAPA	ENSG00000101558
TXNDC11	ENSG00000153066
PRTFDC1	ENSG00000099256
VIT	ENSG00000205221
SNHG11	ENSG00000174365
RPL18	ENSG00000063177
RARG	ENSG00000172819
	ENSG00000219410
CAV1	ENSG00000105974
ZNF384	ENSG00000126746
ZBTB8A	ENSG00000160062
PYHIN1	ENSG00000163564
SMG8	ENSG00000167447
ZBTB8B	ENSG00000273274
TRAPPC5	ENSG00000181029
AHNAK2	ENSG00000185567
YWHAQ	ENSG00000134308
ZBTB8OS	ENSG00000176261
USF2	ENSG00000105698
PRR11	ENSG00000068489
	ENSG00000269711
ATOX1	ENSG00000177556
LINC01562	ENSG00000203356
GPR158	ENSG00000151025
UCP2	ENSG00000175567
RPS6KA4	ENSG00000162302
PRR3	ENSG00000204576
BANK1	ENSG00000153064
NOTCH2NLA	ENSG00000264343
ITPA	ENSG00000125877
SMPD2	ENSG00000135587
INTS7	ENSG00000143493
SNRPD1	ENSG00000167088
SDHAP3	ENSG00000185986
BTBD3	ENSG00000132640
ZSCAN20	ENSG00000121903
GNL1	ENSG00000204590
PPIL6	ENSG00000185250
GSTK1	ENSG00000197448
	ENSG00000265415
GRIA4	ENSG00000152578
CDC42BPB	ENSG00000198752
GDPD1	ENSG00000153982
MUTYH	ENSG00000132781
STEAP4	ENSG00000127954
CA11	ENSG00000063180
TSC2	ENSG00000103197
SLC9A8	ENSG00000197818
LINC00662	ENSG00000261824
	ENSG00000228113
IRX5	ENSG00000176842
	ENSG00000278862
SRI	ENSG00000075142
HFE	ENSG00000010704
AGPAT3	ENSG00000160216
SDCCAG8	ENSG00000054282
RNF208	ENSG00000212864
IRF7	ENSG00000185507
	ENSG00000233461
RNF11	ENSG00000123091
IL10RA	ENSG00000110324
FUT2	ENSG00000176920
SERINC2	ENSG00000168528
LAMTOR1	ENSG00000149357
ATP5F1C	ENSG00000165629
	ENSG00000267575
AKR7A2	ENSG00000053371
MAMSTR	ENSG00000176909
SPATA2	ENSG00000158480
DISC1	ENSG00000162946
PCSK5	ENSG00000099139
TLR3	ENSG00000164342
ZBTB48	ENSG00000204859
AKT3	ENSG00000117020
DCAF5	ENSG00000139990
	ENSG00000282907
SLC22A18	ENSG00000110628
RASIP1	ENSG00000105538
MRPL43	ENSG00000055950
PIGQ	ENSG00000007541
ARHGAP26	ENSG00000145819
LRTOMT	ENSG00000184154
TDP1	ENSG00000042088
IRX6	ENSG00000159387
NR6A1	ENSG00000148200
IZUMO1	ENSG00000182264
NUP58	ENSG00000139496
HOXB13	ENSG00000159184
GRIPAP1	ENSG00000068400
PANK1	ENSG00000152782
FUT1	ENSG00000174951
DTL	ENSG00000143476
HACE1	ENSG00000085382
RPS20	ENSG00000008988
KDM1A	ENSG00000004487
HDAC11	ENSG00000163517
ERMARD	ENSG00000130023
ABHD3	ENSG00000158201
EIF1B	ENSG00000114784
TWNK	ENSG00000107815
	ENSG00000215899
